scorer,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000,DLC_resnet50_JonsLivingRoomJun16shuffle1_150000
bodyparts,orangeBall,orangeBall,orangeBall,greenBall,greenBall,greenBall,pinkBall,pinkBall,pinkBall
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
63,575.2945556640625,1803.84912109375,0.9886396527290344,640.2171020507812,1630.4788818359375,0.9999998211860657,576.4212646484375,1698.970458984375,0.9999998807907104
64,575.40185546875,1803.4769287109375,0.9910087585449219,640.1896362304688,1630.46533203125,0.9999998807907104,576.4368286132812,1698.986572265625,0.9999998807907104
65,575.0789794921875,1803.3253173828125,0.9868854284286499,640.1488647460938,1630.681396484375,0.9999998211860657,576.417724609375,1699.0794677734375,0.9999999403953552
66,575.1079711914062,1802.891845703125,0.990286111831665,640.1472778320312,1630.6163330078125,0.9999998211860657,576.6239013671875,1699.025634765625,0.9999998807907104
67,575.1416625976562,1802.9796142578125,0.9888952374458313,640.0368041992188,1630.821044921875,0.9999998807907104,576.4351806640625,1699.14599609375,0.9999999403953552
68,575.1973876953125,1802.9654541015625,0.9901638031005859,640.1217651367188,1630.8857421875,0.9999997615814209,576.374267578125,1699.1578369140625,0.9999998807907104
69,575.038818359375,1802.8372802734375,0.9938851594924927,640.1565551757812,1630.844482421875,0.9999998807907104,576.4671020507812,1699.13037109375,0.9999999403953552
70,575.0030517578125,1802.77490234375,0.9950613975524902,640.08837890625,1630.792236328125,0.9999998211860657,576.4034423828125,1699.0264892578125,0.9999999403953552
71,574.7261962890625,1802.4833984375,0.9948693513870239,640.0686645507812,1630.8125,0.9999998211860657,576.2528686523438,1699.1639404296875,0.9999998807907104
72,574.426025390625,1802.48583984375,0.9954360723495483,640.0607299804688,1630.7916259765625,0.9999997615814209,576.2595825195312,1699.2423095703125,0.9999998807907104
73,574.3787231445312,1802.5440673828125,0.9945069551467896,640.0379638671875,1630.8323974609375,0.9999998807907104,576.32861328125,1699.1268310546875,0.9999999403953552
74,574.296875,1802.4345703125,0.9961512088775635,640.0575561523438,1630.8040771484375,0.9999997615814209,576.2844848632812,1699.0849609375,0.9999998807907104
75,574.9008178710938,1802.55224609375,0.9971473217010498,639.9827270507812,1630.77294921875,0.9999997615814209,576.3442993164062,1699.095947265625,0.9999998807907104
76,574.6767578125,1801.96044921875,0.9962533116340637,639.9196166992188,1630.7738037109375,0.9999998211860657,576.1790771484375,1699.3240966796875,0.9999997615814209
77,574.796142578125,1802.685546875,0.9970121383666992,640.1007080078125,1630.85986328125,0.9999997615814209,576.0792236328125,1699.26318359375,0.9999998211860657
78,574.6500244140625,1802.5867919921875,0.9961445331573486,640.1061401367188,1630.7950439453125,0.9999997615814209,576.166259765625,1699.1331787109375,0.9999998807907104
79,574.7465209960938,1802.61328125,0.9971221685409546,640.1226806640625,1630.8798828125,0.9999998211860657,576.1987915039062,1699.258056640625,0.9999997615814209
80,574.7575073242188,1802.6512451171875,0.9969701766967773,640.186279296875,1630.951904296875,0.9999998807907104,576.1280517578125,1699.25048828125,0.9999998807907104
81,574.755615234375,1802.5897216796875,0.9941509962081909,639.874755859375,1630.9295654296875,0.9999998211860657,576.1554565429688,1699.2403564453125,0.9999998807907104
82,574.8722534179688,1802.5836181640625,0.9908067584037781,640.001220703125,1631.013916015625,0.9999997615814209,576.1620483398438,1699.26513671875,0.9999998807907104
83,575.3074340820312,1802.5660400390625,0.9889774322509766,639.9078369140625,1630.9439697265625,0.9999998807907104,576.4520263671875,1699.2718505859375,0.9999998807907104
84,575.3554077148438,1802.6510009765625,0.986007034778595,639.8623657226562,1630.9619140625,0.9999998211860657,576.4783325195312,1699.2178955078125,0.9999998211860657
85,575.3340454101562,1802.4228515625,0.9854903221130371,639.8424072265625,1630.983154296875,0.9999998807907104,576.5348510742188,1699.3101806640625,0.9999998807907104
86,575.2415771484375,1802.2822265625,0.9826163053512573,639.8798828125,1630.9400634765625,0.9999998807907104,576.4378662109375,1699.2623291015625,0.9999998211860657
87,575.1101684570312,1802.3994140625,0.9891526103019714,639.8523559570312,1631.0032958984375,0.9999998211860657,576.2871704101562,1699.1329345703125,0.9999997615814209
88,575.15869140625,1801.89453125,0.9898086786270142,639.845458984375,1631.0279541015625,0.9999998211860657,576.308837890625,1699.1220703125,0.9999998807907104
89,575.1419677734375,1801.8321533203125,0.9916564226150513,639.8341674804688,1631.046630859375,0.9999998211860657,576.3700561523438,1699.0797119140625,0.9999998807907104
90,574.3185424804688,1800.34033203125,0.9905474185943604,639.9036865234375,1631.0247802734375,0.9999998211860657,576.4500122070312,1698.97607421875,0.9999997615814209
91,574.8806762695312,1801.927978515625,0.9791882038116455,639.7843017578125,1630.91015625,0.9999998211860657,576.4710083007812,1698.837890625,0.9999997615814209
92,575.0736694335938,1801.9609375,0.9398305416107178,639.7208862304688,1630.8636474609375,0.9999998211860657,576.4520874023438,1698.90966796875,0.9999997615814209
93,575.0470581054688,1802.027099609375,0.9362070560455322,639.6131591796875,1630.7117919921875,0.9999998807907104,576.5260620117188,1698.8377685546875,0.9999998807907104
94,575.1709594726562,1802.01806640625,0.9273654222488403,639.7684326171875,1630.8653564453125,0.9999998211860657,576.6384887695312,1698.8160400390625,0.9999998211860657
95,574.906494140625,1802.058837890625,0.9438174366950989,639.6641235351562,1630.8720703125,0.9999998211860657,576.7789306640625,1698.87451171875,0.9999998211860657
96,574.6476440429688,1802.0487060546875,0.9559390544891357,639.6465454101562,1631.003662109375,0.9999998211860657,576.7467651367188,1698.8028564453125,0.9999997615814209
97,574.7036743164062,1801.9302978515625,0.9735758900642395,639.6885986328125,1631.023193359375,0.9999998807907104,576.6763916015625,1698.6005859375,0.9999998211860657
98,574.8199462890625,1801.9930419921875,0.960135817527771,639.70068359375,1631.010009765625,0.9999998807907104,576.616943359375,1698.5960693359375,0.9999997615814209
99,574.5250244140625,1802.1810302734375,0.9821512699127197,639.7666015625,1631.030517578125,0.9999998211860657,576.6378784179688,1698.533935546875,0.9999998211860657
100,574.7264404296875,1802.33984375,0.9655232429504395,639.9229125976562,1631.0509033203125,0.9999998211860657,576.7091064453125,1698.63330078125,0.9999998211860657
101,574.7822265625,1802.5054931640625,0.9638378620147705,639.5079345703125,1631.8233642578125,0.9999998807907104,576.586181640625,1698.5450439453125,0.9999998807907104
102,574.8731079101562,1802.4317626953125,0.9670270681381226,639.8778076171875,1631.1295166015625,0.9999998807907104,576.8057861328125,1698.4534912109375,0.9999998807907104
103,574.8389282226562,1802.8623046875,0.9443389177322388,639.9115600585938,1631.14111328125,0.9999999403953552,576.5601196289062,1698.4940185546875,0.9999998807907104
104,575.0103759765625,1802.90283203125,0.9495735764503479,639.8944702148438,1631.1917724609375,0.9999998211860657,576.456787109375,1698.5130615234375,0.9999998807907104
105,575.1290283203125,1802.9222412109375,0.94937664270401,639.9581298828125,1631.154052734375,0.9999998807907104,576.50048828125,1698.573486328125,0.9999997615814209
106,575.6507568359375,1802.8544921875,0.9257164001464844,639.9296875,1631.17822265625,0.9999997615814209,576.7530517578125,1698.6107177734375,0.9999998807907104
107,575.2145385742188,1802.94384765625,0.9327185153961182,640.025390625,1631.305419921875,0.9999998211860657,576.6859130859375,1698.6263427734375,0.9999998807907104
108,574.7544555664062,1803.1790771484375,0.9099700450897217,639.9906616210938,1631.328857421875,0.9999998807907104,576.7659301757812,1698.654296875,0.9999998807907104
109,574.94482421875,1803.498779296875,0.868064284324646,639.4325561523438,1632.2191162109375,0.9999998807907104,576.7315063476562,1698.5721435546875,0.9999998211860657
110,574.718505859375,1803.408935546875,0.8890751004219055,639.99267578125,1631.354736328125,0.9999998211860657,576.804443359375,1698.6036376953125,0.9999998807907104
111,574.44921875,1803.2816162109375,0.9705590605735779,639.3895263671875,1632.0968017578125,0.9999998807907104,576.9549560546875,1698.541015625,0.9999998807907104
112,574.587646484375,1803.6004638671875,0.9724196195602417,639.9655151367188,1631.290771484375,0.9999998211860657,577.0044555664062,1698.5010986328125,0.9999999403953552
113,574.37353515625,1803.56640625,0.974420428276062,639.9944458007812,1631.3531494140625,0.9999998807907104,577.02587890625,1698.4219970703125,0.9999999403953552
114,574.3955078125,1803.70849609375,0.9659723043441772,639.3848266601562,1632.2066650390625,0.9999998807907104,577.1687622070312,1698.5068359375,0.9999998807907104
115,574.2817993164062,1803.8192138671875,0.9778667092323303,639.42236328125,1632.1268310546875,0.9999998807907104,577.1900634765625,1698.516357421875,0.9999998807907104
116,574.406005859375,1803.6658935546875,0.9716443419456482,639.9896850585938,1631.2437744140625,0.9999998807907104,577.1867065429688,1698.4461669921875,0.9999998807907104
117,574.4462280273438,1803.5858154296875,0.9705495238304138,640.1045532226562,1631.267333984375,0.9999997615814209,577.179931640625,1698.48828125,0.9999998211860657
118,574.7175903320312,1803.926513671875,0.9735941886901855,640.2091674804688,1631.1669921875,0.9999998807907104,577.2318115234375,1698.5804443359375,0.9999998807907104
119,574.70458984375,1803.722412109375,0.9679273366928101,640.4076538085938,1631.2864990234375,0.9999998807907104,576.9931030273438,1698.5477294921875,0.9999998211860657
120,574.4600219726562,1803.849853515625,0.9675307273864746,640.3035888671875,1631.16845703125,0.9999998211860657,577.0244140625,1698.5047607421875,0.9999998807907104
121,574.7091064453125,1803.7801513671875,0.9665293097496033,639.6400146484375,1632.078125,0.9999998807907104,576.8502197265625,1698.5120849609375,0.9999999403953552
122,574.6412963867188,1803.95068359375,0.9786550402641296,640.3076171875,1631.29638671875,0.9999998807907104,577.02099609375,1698.5928955078125,0.9999998807907104
123,575.2035522460938,1803.6549072265625,0.9841102361679077,640.2310791015625,1631.3253173828125,0.9999998807907104,576.6913452148438,1698.5826416015625,0.9999998807907104
124,575.1865844726562,1803.633544921875,0.9780044555664062,640.1925048828125,1631.2691650390625,0.9999998807907104,576.517822265625,1698.7220458984375,0.9999998807907104
125,575.5086669921875,1803.908935546875,0.9814869165420532,640.2330932617188,1631.30712890625,0.9999998807907104,576.45458984375,1698.7855224609375,0.9999999403953552
126,575.3453979492188,1803.7847900390625,0.9773567914962769,639.6305541992188,1632.032958984375,0.9999999403953552,576.481689453125,1698.8203125,0.9999998807907104
127,575.5655517578125,1803.879638671875,0.9833663702011108,640.130859375,1631.3670654296875,0.9999998211860657,576.2981567382812,1698.781005859375,0.9999998807907104
128,575.6356201171875,1804.0377197265625,0.9842733144760132,640.0889282226562,1631.2724609375,0.9999998807907104,576.3535766601562,1698.81982421875,0.9999998807907104
129,575.46728515625,1810.330322265625,0.9818385243415833,640.060791015625,1631.2249755859375,0.9999998807907104,576.19384765625,1698.8369140625,0.9999998807907104
130,575.654052734375,1810.239013671875,0.9770904779434204,640.0797119140625,1631.25048828125,0.9999998211860657,576.3304443359375,1698.74462890625,0.9999999403953552
131,575.8614501953125,1804.0341796875,0.9796594381332397,640.0846557617188,1631.1912841796875,0.9999998211860657,576.2951049804688,1698.5699462890625,0.9999998807907104
132,575.825439453125,1804.0457763671875,0.9798004031181335,639.3982543945312,1631.880859375,0.9999998807907104,576.3202514648438,1698.5865478515625,0.9999998211860657
133,575.8805541992188,1803.9710693359375,0.9799721837043762,640.0437622070312,1631.2574462890625,0.9999998807907104,576.32763671875,1698.7052001953125,0.9999998211860657
134,575.6641845703125,1803.9967041015625,0.9774036407470703,640.0162353515625,1631.30615234375,0.9999998807907104,576.5120239257812,1698.8328857421875,0.9999999403953552
135,576.0411376953125,1803.508544921875,0.9726854562759399,639.8905639648438,1631.22314453125,0.9999999403953552,576.4097290039062,1698.6988525390625,0.9999997615814209
136,576.1588134765625,1803.399658203125,0.9562244415283203,639.2890014648438,1631.8287353515625,0.9999998807907104,576.3418579101562,1698.7960205078125,0.9999998807907104
137,576.4683227539062,1803.1661376953125,0.9429002404212952,639.9099731445312,1631.269287109375,0.9999998807907104,576.3275146484375,1698.81982421875,0.9999998807907104
138,576.6514282226562,1802.9903564453125,0.9343788027763367,639.9567260742188,1631.2626953125,0.9999998807907104,576.3854370117188,1698.827392578125,0.9999998807907104
139,576.4713745117188,1802.7921142578125,0.9601805806159973,639.8557739257812,1631.2391357421875,0.9999998211860657,576.4147338867188,1698.7835693359375,0.9999998807907104
140,576.1857299804688,1802.7374267578125,0.9672711491584778,639.7537231445312,1631.1505126953125,0.9999998807907104,576.2957153320312,1698.800048828125,0.9999999403953552
141,576.3269653320312,1802.97802734375,0.9690511226654053,639.7786254882812,1631.22998046875,0.9999999403953552,576.3558959960938,1698.612060546875,0.9999998807907104
142,576.3202514648438,1802.862060546875,0.9790599346160889,639.8355102539062,1631.1893310546875,0.9999998807907104,576.3919067382812,1698.634033203125,0.9999999403953552
143,576.52294921875,1802.59228515625,0.9742331504821777,639.7960205078125,1631.2093505859375,0.9999998807907104,576.4758911132812,1698.483154296875,0.9999998807907104
144,576.39990234375,1802.6279296875,0.9642151594161987,639.8038940429688,1631.1846923828125,0.9999998807907104,576.5596923828125,1698.586181640625,0.9999998807907104
145,576.4068603515625,1802.74951171875,0.9569215178489685,639.8317260742188,1631.189697265625,0.9999998807907104,576.5537719726562,1698.593017578125,0.9999998807907104
146,576.4951782226562,1802.73291015625,0.9251562356948853,639.3668212890625,1631.776611328125,0.9999998807907104,576.5346069335938,1698.582275390625,0.9999998807907104
147,576.5077514648438,1802.910400390625,0.916008710861206,639.83056640625,1631.1849365234375,0.9999998807907104,576.6064453125,1698.570556640625,0.9999999403953552
148,576.6351928710938,1803.0595703125,0.8287560939788818,639.8969116210938,1631.1939697265625,0.9999998807907104,576.5616455078125,1698.6839599609375,0.9999998807907104
149,576.490234375,1803.240966796875,0.8679245710372925,639.8374633789062,1631.1368408203125,0.9999998807907104,576.5841064453125,1698.71875,0.9999998807907104
150,575.9016723632812,1809.376708984375,0.8029109239578247,639.7640991210938,1631.1490478515625,0.9999998807907104,576.6812133789062,1698.60546875,0.9999998807907104
151,575.4261474609375,1803.3994140625,0.931481122970581,639.3174438476562,1631.80859375,0.9999998807907104,576.679443359375,1698.6907958984375,0.9999998807907104
152,575.1378784179688,1803.4697265625,0.9691706895828247,639.9391479492188,1631.2174072265625,0.9999998807907104,576.6157836914062,1698.635986328125,0.9999998807907104
153,575.11669921875,1803.31396484375,0.9740595817565918,639.9928588867188,1631.2701416015625,0.9999998807907104,576.6411743164062,1698.6029052734375,0.9999999403953552
154,575.50732421875,1803.36865234375,0.9629133939743042,639.9231567382812,1631.308349609375,0.9999999403953552,576.6506958007812,1698.579833984375,0.9999999403953552
155,574.934814453125,1803.787841796875,0.9599214792251587,639.8978271484375,1631.3349609375,0.9999998807907104,576.2374267578125,1698.4844970703125,0.9999998807907104
156,574.7569580078125,1803.818603515625,0.9812141060829163,639.9039916992188,1631.3536376953125,0.9999999403953552,576.18505859375,1698.4586181640625,0.9999999403953552
157,575.081787109375,1803.8360595703125,0.9685816764831543,639.8642578125,1631.391845703125,0.9999998807907104,576.1227416992188,1698.3680419921875,0.9999998807907104
158,575.4482421875,1803.7928466796875,0.941624641418457,639.3062744140625,1632.103759765625,0.9999998807907104,576.0850830078125,1698.4283447265625,0.9999998807907104
159,575.5375366210938,1803.7945556640625,0.940827488899231,639.9706420898438,1631.315673828125,0.9999998807907104,576.1507568359375,1698.49658203125,0.9999998807907104
160,575.2804565429688,1803.515869140625,0.9426437616348267,639.9942626953125,1631.3377685546875,0.9999999403953552,576.3014526367188,1698.562255859375,0.9999999403953552
161,575.3956298828125,1803.2752685546875,0.9602025151252747,639.9906005859375,1631.2589111328125,0.9999998807907104,576.3338012695312,1698.56884765625,0.9999998211860657
162,575.2962036132812,1803.35791015625,0.9584918022155762,639.4636840820312,1631.880126953125,0.9999998807907104,576.28955078125,1698.633544921875,0.9999999403953552
163,575.6401977539062,1803.58056640625,0.9686729311943054,639.3487548828125,1631.889892578125,0.9999998807907104,576.5225830078125,1698.6702880859375,0.9999998807907104
164,575.97412109375,1803.697021484375,0.9699480533599854,639.8359985351562,1631.2642822265625,0.9999998807907104,576.5406494140625,1698.592529296875,0.9999998211860657
165,576.0519409179688,1803.587158203125,0.964034914970398,639.8367309570312,1631.3118896484375,0.9999999403953552,576.6024780273438,1698.68896484375,0.9999998211860657
166,575.1560668945312,1803.76904296875,0.9529650211334229,639.9669189453125,1631.4105224609375,0.9999998807907104,576.7803955078125,1698.7496337890625,1.0
